investor_id,sip_count,avg_gap,status
INV002666,7.0,53.166666666666664,at-risk
INV002671,7.0,77.16666666666667,at-risk
INV002673,8.0,65.0,at-risk
INV002674,6.0,75.8,at-risk
INV002675,8.0,63.857142857142854,at-risk
INV002681,7.0,83.66666666666667,at-risk
INV002684,6.0,80.6,at-risk
INV002688,9.0,37.0,at-risk
INV002689,8.0,50.0,at-risk
INV002693,7.0,45.833333333333336,at-risk
INV002697,7.0,55.333333333333336,at-risk
INV002700,7.0,79.83333333333333,at-risk
INV002704,8.0,59.142857142857146,at-risk
INV002705,8.0,22.571428571428573,healthy
INV002706,6.0,73.6,at-risk
INV002711,8.0,65.57142857142857,at-risk
INV002712,11.0,46.8,at-risk
INV002722,6.0,61.4,at-risk
INV002723,9.0,37.75,at-risk
INV002724,6.0,76.6,at-risk
INV002726,8.0,45.57142857142857,at-risk
INV002732,8.0,70.71428571428571,at-risk
INV002733,8.0,51.57142857142857,at-risk
INV002735,7.0,68.16666666666667,at-risk
INV002736,6.0,70.6,at-risk
INV002737,8.0,58.42857142857143,at-risk
INV002743,6.0,88.2,at-risk
INV002744,10.0,52.888888888888886,at-risk
INV002746,8.0,68.0,at-risk
INV002750,6.0,72.4,at-risk
INV002751,7.0,41.5,at-risk
INV002758,6.0,81.0,at-risk
INV002761,6.0,80.6,at-risk
INV002766,6.0,70.6,at-risk
INV002767,7.0,55.333333333333336,at-risk
INV002769,7.0,82.0,at-risk
INV002772,7.0,74.5,at-risk
INV002779,6.0,64.2,at-risk
INV002783,7.0,64.0,at-risk
INV002786,7.0,76.33333333333333,at-risk
INV002793,7.0,59.333333333333336,at-risk
INV002794,7.0,56.166666666666664,at-risk
INV002799,6.0,70.8,at-risk
INV002800,7.0,63.5,at-risk
INV002803,7.0,64.83333333333333,at-risk
INV002804,8.0,59.857142857142854,at-risk
INV002808,7.0,59.666666666666664,at-risk
INV002809,6.0,81.4,at-risk
INV002810,8.0,32.285714285714285,healthy
INV002813,7.0,49.0,at-risk
INV002822,7.0,53.0,at-risk
INV002824,7.0,71.83333333333333,at-risk
INV002826,6.0,61.6,at-risk
INV002827,6.0,73.6,at-risk
INV002828,6.0,80.0,at-risk
INV002831,6.0,40.2,at-risk
INV002835,7.0,82.33333333333333,at-risk
INV002838,8.0,56.714285714285715,at-risk
INV002841,6.0,43.4,at-risk
INV002843,8.0,43.142857142857146,at-risk
INV002847,10.0,52.666666666666664,at-risk
INV002850,7.0,53.166666666666664,at-risk
INV002852,6.0,75.8,at-risk
INV002859,7.0,76.5,at-risk
INV002863,6.0,74.4,at-risk
INV002865,6.0,37.2,at-risk
INV002870,6.0,48.2,at-risk
INV002872,6.0,85.6,at-risk
INV002873,6.0,98.2,at-risk
INV002879,7.0,72.16666666666667,at-risk
INV002881,6.0,43.6,at-risk
INV002883,6.0,96.0,at-risk
INV002886,7.0,44.333333333333336,at-risk
INV002891,8.0,72.71428571428571,at-risk
INV002893,9.0,50.0,at-risk
INV002900,6.0,64.2,at-risk
INV002903,6.0,89.6,at-risk
INV002904,7.0,49.333333333333336,at-risk
INV002905,6.0,73.0,at-risk
INV002906,6.0,41.2,at-risk
INV002909,7.0,82.33333333333333,at-risk
INV002912,6.0,97.0,at-risk
INV002913,7.0,73.66666666666667,at-risk
INV002915,8.0,49.285714285714285,at-risk
INV002921,7.0,53.333333333333336,at-risk
INV002927,8.0,40.285714285714285,at-risk
INV002935,7.0,48.0,at-risk
INV002937,7.0,67.16666666666667,at-risk
INV002939,7.0,60.5,at-risk
INV002942,9.0,55.5,at-risk
INV002945,8.0,65.0,at-risk
INV002947,7.0,64.16666666666667,at-risk
INV002950,8.0,45.857142857142854,at-risk
INV002951,7.0,51.833333333333336,at-risk
INV002961,7.0,84.66666666666667,at-risk
INV002974,7.0,51.333333333333336,at-risk
INV002984,6.0,91.0,at-risk
INV002989,6.0,86.6,at-risk
INV002994,7.0,58.166666666666664,at-risk
INV003000,7.0,67.0,at-risk
INV003003,9.0,58.25,at-risk
INV003005,8.0,53.142857142857146,at-risk
INV003007,9.0,48.25,at-risk
INV003009,9.0,38.125,at-risk
INV003011,7.0,64.16666666666667,at-risk
INV003014,6.0,82.4,at-risk
INV003015,7.0,54.666666666666664,at-risk
INV003018,6.0,49.2,at-risk
INV003022,6.0,69.6,at-risk
INV003024,6.0,44.2,at-risk
INV003025,8.0,35.285714285714285,at-risk
INV003028,6.0,91.4,at-risk
INV003034,6.0,73.4,at-risk
INV003036,8.0,57.714285714285715,at-risk
INV003037,7.0,79.5,at-risk
INV003040,6.0,74.0,at-risk
INV003043,7.0,73.83333333333333,at-risk
INV003044,7.0,71.16666666666667,at-risk
INV003045,6.0,36.2,at-risk
INV003047,8.0,70.14285714285714,at-risk
INV003054,7.0,78.66666666666667,at-risk
INV003060,7.0,79.0,at-risk
INV003063,7.0,57.833333333333336,at-risk
INV003070,9.0,54.5,at-risk
INV003074,6.0,74.8,at-risk
INV003075,8.0,57.42857142857143,at-risk
INV003078,7.0,69.16666666666667,at-risk
INV003082,8.0,46.42857142857143,at-risk
INV003083,6.0,66.4,at-risk
INV003089,6.0,65.0,at-risk
INV003091,9.0,50.875,at-risk
INV003095,6.0,86.6,at-risk
INV003097,8.0,62.714285714285715,at-risk
INV003105,7.0,65.5,at-risk
INV003112,6.0,91.6,at-risk
INV003113,8.0,66.85714285714286,at-risk
INV003115,6.0,48.0,at-risk
INV003117,8.0,66.57142857142857,at-risk
INV003134,7.0,76.83333333333333,at-risk
INV003139,7.0,55.166666666666664,at-risk
INV003140,8.0,57.0,at-risk
INV003141,7.0,67.5,at-risk
INV003144,7.0,82.5,at-risk
INV003146,9.0,59.5,at-risk
INV003151,6.0,81.0,at-risk
INV003153,7.0,40.666666666666664,at-risk
INV003158,9.0,55.625,at-risk
INV003161,6.0,77.4,at-risk
INV003169,6.0,62.6,at-risk
INV003178,6.0,56.4,at-risk
INV003179,9.0,56.25,at-risk
INV003185,6.0,65.2,at-risk
INV003187,9.0,58.25,at-risk
INV003189,9.0,55.125,at-risk
INV003191,6.0,76.8,at-risk
INV003193,6.0,96.6,at-risk
INV003196,7.0,80.33333333333333,at-risk
INV003205,7.0,67.66666666666667,at-risk
INV003210,6.0,72.2,at-risk
INV003211,7.0,69.0,at-risk
INV003214,6.0,59.8,at-risk
INV003215,7.0,60.833333333333336,at-risk
INV003219,6.0,57.2,at-risk
INV003221,7.0,61.166666666666664,at-risk
INV003222,7.0,81.5,at-risk
INV003223,8.0,67.71428571428571,at-risk
INV003228,7.0,70.16666666666667,at-risk
INV003230,7.0,67.5,at-risk
INV003231,7.0,83.0,at-risk
INV003234,6.0,96.6,at-risk
INV003236,9.0,51.125,at-risk
INV003242,7.0,61.0,at-risk
INV003247,6.0,84.6,at-risk
INV003252,6.0,67.6,at-risk
INV003256,7.0,51.0,at-risk
INV003257,6.0,61.8,at-risk
INV003260,6.0,89.4,at-risk
INV003262,6.0,85.2,at-risk
INV003267,6.0,74.4,at-risk
INV003271,7.0,61.166666666666664,at-risk
INV003273,8.0,60.142857142857146,at-risk
INV003277,8.0,53.714285714285715,at-risk
INV003279,9.0,63.375,at-risk
INV003289,7.0,64.83333333333333,at-risk
INV003300,6.0,64.8,at-risk
INV003301,9.0,59.375,at-risk
INV003304,10.0,44.22222222222222,at-risk
INV003308,9.0,56.75,at-risk
INV003310,6.0,80.8,at-risk
INV003311,9.0,48.0,at-risk
INV003314,7.0,73.5,at-risk
INV003317,8.0,44.142857142857146,at-risk
INV003320,8.0,45.285714285714285,at-risk
INV003325,6.0,101.0,at-risk
INV003329,6.0,89.0,at-risk
INV003336,7.0,72.33333333333333,at-risk
INV003338,9.0,37.5,at-risk
INV003344,6.0,86.6,at-risk
INV003350,6.0,92.4,at-risk
INV003351,6.0,54.0,at-risk
INV003352,8.0,68.14285714285714,at-risk
INV003357,6.0,62.4,at-risk
INV003360,8.0,59.42857142857143,at-risk
INV003370,7.0,63.333333333333336,at-risk
INV003372,6.0,59.4,at-risk
INV003374,7.0,56.5,at-risk
INV003375,8.0,52.714285714285715,at-risk
INV003376,6.0,85.8,at-risk
INV003379,7.0,75.16666666666667,at-risk
INV003380,6.0,72.4,at-risk
INV003382,6.0,34.2,healthy
INV003391,6.0,56.6,at-risk
INV003393,8.0,63.714285714285715,at-risk
INV003395,6.0,79.0,at-risk
INV003398,8.0,55.42857142857143,at-risk
INV003403,6.0,56.6,at-risk
INV003404,8.0,50.285714285714285,at-risk
INV003405,8.0,41.0,at-risk
INV003406,8.0,59.0,at-risk
INV003407,8.0,57.42857142857143,at-risk
INV003422,7.0,84.66666666666667,at-risk
INV003424,7.0,73.16666666666667,at-risk
INV003427,6.0,84.2,at-risk
INV003430,6.0,73.4,at-risk
INV003431,6.0,51.4,at-risk
INV003432,7.0,61.333333333333336,at-risk
INV003435,7.0,73.83333333333333,at-risk
INV003437,6.0,91.2,at-risk
INV003448,7.0,74.5,at-risk
INV003450,10.0,47.666666666666664,at-risk
INV003455,7.0,35.5,at-risk
INV003457,7.0,60.5,at-risk
INV003458,8.0,67.85714285714286,at-risk
INV003459,6.0,59.4,at-risk
INV003473,6.0,95.8,at-risk
INV003475,9.0,56.0,at-risk
INV003478,9.0,56.625,at-risk
INV003479,8.0,65.71428571428571,at-risk
INV003480,6.0,82.4,at-risk
INV003484,6.0,73.8,at-risk
INV003487,6.0,70.6,at-risk
INV003491,9.0,59.125,at-risk
INV003492,6.0,90.8,at-risk
INV003495,10.0,49.22222222222222,at-risk
INV003506,7.0,67.0,at-risk
INV003509,9.0,60.875,at-risk
INV003511,8.0,65.57142857142857,at-risk
INV003514,6.0,74.2,at-risk
INV003518,6.0,67.8,at-risk
INV003521,6.0,89.0,at-risk
INV003524,7.0,64.16666666666667,at-risk
INV003526,6.0,88.2,at-risk
INV003528,9.0,58.625,at-risk
INV003530,6.0,51.0,at-risk
INV003531,6.0,76.4,at-risk
INV003534,8.0,52.714285714285715,at-risk
INV003545,6.0,90.0,at-risk
INV003556,6.0,77.6,at-risk
INV003557,6.0,66.4,at-risk
INV003558,7.0,39.166666666666664,at-risk
INV003559,10.0,48.333333333333336,at-risk
INV003562,7.0,80.5,at-risk
INV003564,8.0,71.0,at-risk
INV003580,7.0,72.16666666666667,at-risk
INV003581,8.0,51.285714285714285,at-risk
INV003582,7.0,49.333333333333336,at-risk
INV003586,8.0,54.285714285714285,at-risk
INV003592,6.0,75.6,at-risk
INV003593,6.0,78.2,at-risk
INV003598,8.0,68.0,at-risk
INV003599,6.0,50.0,at-risk
INV003601,9.0,45.25,at-risk
INV003604,6.0,90.2,at-risk
INV003607,6.0,70.4,at-risk
INV003611,7.0,68.83333333333333,at-risk
INV003613,8.0,67.42857142857143,at-risk
INV003619,6.0,72.0,at-risk
INV003625,6.0,62.4,at-risk
INV003627,7.0,59.166666666666664,at-risk
INV003630,7.0,52.0,at-risk
INV003633,6.0,78.8,at-risk
INV003634,6.0,47.8,at-risk
INV003635,10.0,47.111111111111114,at-risk
INV003641,8.0,67.0,at-risk
INV003642,7.0,53.166666666666664,at-risk
INV003645,6.0,95.2,at-risk
INV003649,6.0,96.8,at-risk
INV003650,11.0,33.9,healthy
INV003654,7.0,60.5,at-risk
INV003655,10.0,49.77777777777778,at-risk
INV003658,8.0,70.71428571428571,at-risk
INV003660,6.0,79.0,at-risk
INV003669,7.0,53.5,at-risk
INV003670,8.0,70.85714285714286,at-risk
INV003672,6.0,77.2,at-risk
INV003673,8.0,68.85714285714286,at-risk
INV003678,6.0,32.8,healthy
INV003681,9.0,51.0,at-risk
INV003683,6.0,92.4,at-risk
INV003684,6.0,98.2,at-risk
INV003685,6.0,80.2,at-risk
INV003686,6.0,96.6,at-risk
INV003693,7.0,71.33333333333333,at-risk
INV003695,7.0,51.666666666666664,at-risk
INV003696,6.0,75.8,at-risk
INV003697,7.0,76.66666666666667,at-risk
INV003702,7.0,72.66666666666667,at-risk
INV003705,6.0,78.8,at-risk
INV003707,6.0,68.6,at-risk
INV003708,7.0,60.5,at-risk
INV003709,6.0,80.2,at-risk
INV003710,6.0,78.6,at-risk
INV003711,6.0,72.2,at-risk
INV003712,6.0,79.6,at-risk
INV003713,7.0,81.5,at-risk
INV003718,6.0,91.4,at-risk
INV003720,6.0,74.6,at-risk
INV003722,7.0,50.666666666666664,at-risk
INV003723,6.0,61.8,at-risk
INV003724,7.0,68.0,at-risk
INV003733,6.0,88.8,at-risk
INV003734,8.0,59.0,at-risk
INV003735,8.0,45.857142857142854,at-risk
INV003736,7.0,77.16666666666667,at-risk
INV003738,6.0,50.6,at-risk
INV003740,7.0,51.833333333333336,at-risk
INV003741,7.0,67.66666666666667,at-risk
INV003744,6.0,86.8,at-risk
INV003745,6.0,70.2,at-risk
INV003748,8.0,56.142857142857146,at-risk
INV003757,7.0,81.83333333333333,at-risk
INV003761,8.0,51.857142857142854,at-risk
INV003766,8.0,65.28571428571429,at-risk
INV003767,9.0,47.5,at-risk
INV003771,10.0,50.77777777777778,at-risk
INV003772,9.0,34.5,healthy
INV003775,6.0,74.0,at-risk
INV003779,6.0,76.4,at-risk
INV003780,8.0,57.42857142857143,at-risk
INV003781,7.0,64.83333333333333,at-risk
INV003785,6.0,74.2,at-risk
INV003787,9.0,63.25,at-risk
INV003793,7.0,72.33333333333333,at-risk
INV003795,7.0,67.66666666666667,at-risk
INV003811,7.0,78.66666666666667,at-risk
INV003812,7.0,50.833333333333336,at-risk
INV003813,6.0,82.2,at-risk
INV003815,7.0,72.5,at-risk
INV003824,7.0,71.5,at-risk
INV003825,6.0,81.2,at-risk
INV003828,7.0,30.666666666666668,healthy
INV003829,10.0,48.55555555555556,at-risk
INV003830,6.0,71.4,at-risk
INV003844,7.0,68.5,at-risk
INV003847,8.0,50.0,at-risk
INV003849,6.0,77.2,at-risk
INV003851,7.0,57.833333333333336,at-risk
INV003860,6.0,46.0,at-risk
INV003862,7.0,60.166666666666664,at-risk
INV003865,7.0,85.16666666666667,at-risk
INV003868,6.0,87.6,at-risk
INV003872,9.0,45.375,at-risk
INV003876,6.0,77.6,at-risk
INV003880,8.0,68.57142857142857,at-risk
INV003885,6.0,71.6,at-risk
INV003892,10.0,55.22222222222222,at-risk
INV003896,6.0,82.0,at-risk
INV003897,6.0,71.6,at-risk
INV003903,8.0,50.285714285714285,at-risk
INV003905,7.0,62.5,at-risk
INV003906,10.0,55.111111111111114,at-risk
INV003912,6.0,68.6,at-risk
INV003913,8.0,61.42857142857143,at-risk
INV003916,6.0,67.2,at-risk
INV003920,8.0,66.85714285714286,at-risk
INV003936,6.0,89.6,at-risk
INV003938,7.0,52.5,at-risk
INV003940,7.0,70.66666666666667,at-risk
INV003943,9.0,42.5,at-risk
INV003945,7.0,56.333333333333336,at-risk
INV003946,7.0,69.16666666666667,at-risk
INV003948,7.0,43.666666666666664,at-risk
INV003952,7.0,54.666666666666664,at-risk
INV003958,6.0,85.6,at-risk
INV003962,8.0,68.71428571428571,at-risk
INV003964,10.0,51.22222222222222,at-risk
INV003968,6.0,92.4,at-risk
INV003972,6.0,84.2,at-risk
INV003975,8.0,50.142857142857146,at-risk
INV003978,8.0,68.14285714285714,at-risk
INV003979,8.0,56.0,at-risk
INV003981,7.0,67.66666666666667,at-risk
INV003985,6.0,93.0,at-risk
INV003996,6.0,95.2,at-risk
INV004001,8.0,40.285714285714285,at-risk
INV004004,10.0,40.77777777777778,at-risk
INV004005,7.0,73.66666666666667,at-risk
INV004007,7.0,38.833333333333336,at-risk
INV004009,8.0,62.285714285714285,at-risk
INV004014,9.0,61.875,at-risk
INV004015,6.0,88.0,at-risk
INV004017,7.0,40.5,at-risk
INV004023,10.0,52.0,at-risk
INV004037,6.0,74.6,at-risk
INV004038,7.0,71.66666666666667,at-risk
INV004049,6.0,48.2,at-risk
INV004063,8.0,56.57142857142857,at-risk
INV004066,7.0,75.16666666666667,at-risk
INV004069,6.0,74.0,at-risk
INV004070,7.0,67.66666666666667,at-risk
INV004079,7.0,71.33333333333333,at-risk
INV004085,7.0,68.33333333333333,at-risk
INV004091,6.0,73.6,at-risk
INV004094,6.0,55.8,at-risk
INV004098,6.0,58.2,at-risk
INV004099,6.0,58.8,at-risk
INV004106,6.0,55.8,at-risk
INV004112,6.0,55.2,at-risk
INV004116,10.0,54.888888888888886,at-risk
INV004118,6.0,64.6,at-risk
INV004119,6.0,73.2,at-risk
INV004123,6.0,85.0,at-risk
INV004124,6.0,63.8,at-risk
INV004125,9.0,61.625,at-risk
INV004127,6.0,87.6,at-risk
INV004128,6.0,67.2,at-risk
INV004134,6.0,35.4,at-risk
INV004135,10.0,50.111111111111114,at-risk
INV004143,6.0,97.0,at-risk
INV004145,6.0,66.2,at-risk
INV004146,6.0,88.2,at-risk
INV004147,6.0,72.2,at-risk
INV004149,6.0,50.2,at-risk
INV004151,8.0,63.142857142857146,at-risk
INV004153,8.0,60.0,at-risk
INV004154,12.0,46.72727272727273,at-risk
INV004172,8.0,63.0,at-risk
INV004174,6.0,86.6,at-risk
INV004175,8.0,67.85714285714286,at-risk
INV004177,8.0,45.42857142857143,at-risk
INV004179,6.0,71.2,at-risk
INV004181,6.0,93.4,at-risk
INV004191,7.0,77.16666666666667,at-risk
INV004196,7.0,78.33333333333333,at-risk
INV004199,6.0,58.2,at-risk
INV004202,9.0,47.625,at-risk
INV004203,8.0,66.57142857142857,at-risk
INV004208,6.0,73.4,at-risk
INV004212,7.0,69.33333333333333,at-risk
INV004216,7.0,82.0,at-risk
INV004228,7.0,72.33333333333333,at-risk
INV004232,6.0,71.4,at-risk
INV004239,8.0,61.142857142857146,at-risk
INV004241,10.0,53.666666666666664,at-risk
INV004243,8.0,55.714285714285715,at-risk
INV004246,7.0,34.166666666666664,healthy
INV004247,6.0,87.2,at-risk
INV004248,7.0,42.666666666666664,at-risk
INV004258,7.0,49.666666666666664,at-risk
INV004266,7.0,61.833333333333336,at-risk
INV004267,7.0,53.333333333333336,at-risk
INV004270,7.0,69.66666666666667,at-risk
INV004271,6.0,79.8,at-risk
INV004279,8.0,50.285714285714285,at-risk
INV004281,8.0,41.714285714285715,at-risk
INV004282,8.0,52.857142857142854,at-risk
INV004285,7.0,76.16666666666667,at-risk
INV004288,7.0,72.83333333333333,at-risk
INV004289,11.0,45.9,at-risk
INV004293,6.0,81.8,at-risk
INV004295,9.0,44.75,at-risk
INV004296,6.0,102.2,at-risk
INV004297,9.0,41.875,at-risk
INV004299,8.0,64.14285714285714,at-risk
INV004306,7.0,57.0,at-risk
INV004308,7.0,84.66666666666667,at-risk
INV004314,6.0,83.0,at-risk
INV004319,9.0,60.5,at-risk
INV004321,9.0,42.0,at-risk
INV004324,7.0,77.66666666666667,at-risk
INV004326,10.0,40.111111111111114,at-risk
INV004332,8.0,64.71428571428571,at-risk
INV004335,8.0,64.42857142857143,at-risk
INV004338,10.0,48.888888888888886,at-risk
INV004340,6.0,67.8,at-risk
INV004343,6.0,63.0,at-risk
INV004348,6.0,52.2,at-risk
INV004349,7.0,72.5,at-risk
INV004356,6.0,30.8,healthy
INV004357,8.0,72.42857142857143,at-risk
INV004358,8.0,45.857142857142854,at-risk
INV004361,8.0,61.57142857142857,at-risk
INV004364,6.0,80.6,at-risk
INV004367,6.0,81.6,at-risk
INV004372,6.0,59.2,at-risk
INV004391,6.0,57.0,at-risk
INV004392,6.0,90.4,at-risk
INV004400,8.0,46.57142857142857,at-risk
INV004401,8.0,69.85714285714286,at-risk
INV004403,6.0,73.6,at-risk
INV004410,11.0,40.9,at-risk
INV004411,6.0,61.0,at-risk
INV004412,7.0,82.33333333333333,at-risk
INV004413,8.0,69.0,at-risk
INV004414,8.0,53.857142857142854,at-risk
INV004421,6.0,90.8,at-risk
INV004427,11.0,50.8,at-risk
INV004434,6.0,84.6,at-risk
INV004446,6.0,65.8,at-risk
INV004447,7.0,49.833333333333336,at-risk
INV004450,6.0,61.6,at-risk
INV004451,6.0,84.0,at-risk
INV004452,7.0,81.0,at-risk
INV004454,6.0,98.4,at-risk
INV004455,6.0,50.0,at-risk
INV004457,6.0,81.4,at-risk
INV004459,7.0,53.833333333333336,at-risk
INV004460,9.0,42.5,at-risk
INV004463,6.0,94.8,at-risk
INV004464,7.0,62.5,at-risk
INV004468,7.0,76.83333333333333,at-risk
INV004472,7.0,50.666666666666664,at-risk
INV004473,7.0,73.33333333333333,at-risk
INV004475,7.0,67.83333333333333,at-risk
INV004477,8.0,58.714285714285715,at-risk
INV004484,6.0,61.6,at-risk
INV004502,7.0,74.5,at-risk
INV004504,8.0,55.142857142857146,at-risk
INV004511,6.0,37.2,at-risk
INV004517,6.0,86.6,at-risk
INV004521,7.0,54.5,at-risk
INV004523,6.0,87.2,at-risk
INV004528,7.0,54.0,at-risk
INV004531,8.0,60.0,at-risk
INV004533,7.0,55.0,at-risk
INV004542,7.0,34.0,healthy
INV004547,7.0,67.5,at-risk
INV004555,8.0,53.142857142857146,at-risk
INV004560,9.0,48.375,at-risk
INV004562,6.0,83.8,at-risk
INV004563,7.0,64.83333333333333,at-risk
INV004574,8.0,54.57142857142857,at-risk
INV004576,6.0,63.0,at-risk
INV004579,8.0,43.857142857142854,at-risk
INV004581,8.0,72.14285714285714,at-risk
INV004589,6.0,71.4,at-risk
INV004594,8.0,59.142857142857146,at-risk
INV004598,6.0,84.2,at-risk
INV004602,9.0,59.625,at-risk
INV004607,8.0,56.0,at-risk
INV004608,8.0,55.0,at-risk
INV004611,7.0,51.166666666666664,at-risk
INV004614,6.0,79.6,at-risk
INV004617,9.0,39.25,at-risk
INV004621,9.0,54.25,at-risk
INV004625,6.0,96.4,at-risk
INV004629,8.0,64.57142857142857,at-risk
INV004630,9.0,50.625,at-risk
INV004631,8.0,64.71428571428571,at-risk
INV004633,7.0,78.16666666666667,at-risk
INV004635,7.0,58.666666666666664,at-risk
INV004636,6.0,75.6,at-risk
INV004638,7.0,54.333333333333336,at-risk
INV004640,7.0,68.33333333333333,at-risk
INV004641,6.0,67.8,at-risk
INV004642,6.0,54.8,at-risk
INV004643,6.0,50.6,at-risk
INV004646,7.0,64.5,at-risk
INV004647,7.0,70.66666666666667,at-risk
INV004650,6.0,80.8,at-risk
INV004661,8.0,69.71428571428571,at-risk
INV004665,6.0,83.4,at-risk
INV004672,7.0,72.0,at-risk
INV004680,7.0,47.166666666666664,at-risk
INV004682,9.0,42.25,at-risk
INV004688,6.0,77.6,at-risk
INV004692,6.0,83.6,at-risk
INV004701,7.0,20.0,healthy
INV004704,6.0,93.8,at-risk
INV004712,8.0,48.57142857142857,at-risk
INV004715,7.0,56.833333333333336,at-risk
INV004716,7.0,74.0,at-risk
INV004737,10.0,54.55555555555556,at-risk
INV004738,6.0,93.2,at-risk
INV004741,7.0,72.33333333333333,at-risk
INV004753,6.0,61.4,at-risk
INV004755,7.0,61.166666666666664,at-risk
INV004761,6.0,71.4,at-risk
INV004763,7.0,83.5,at-risk
INV004764,6.0,83.0,at-risk
INV004770,8.0,72.85714285714286,at-risk
INV004776,9.0,57.375,at-risk
INV004780,7.0,69.5,at-risk
INV004785,7.0,66.16666666666667,at-risk
INV004787,7.0,72.33333333333333,at-risk
INV004798,7.0,53.666666666666664,at-risk
INV004804,6.0,79.2,at-risk
INV004805,7.0,44.666666666666664,at-risk
INV004807,8.0,36.857142857142854,at-risk
INV004813,6.0,62.0,at-risk
INV004819,7.0,62.0,at-risk
INV004825,7.0,70.0,at-risk
INV004833,6.0,65.4,at-risk
INV004834,9.0,38.625,at-risk
INV004840,7.0,41.0,at-risk
INV004843,8.0,50.857142857142854,at-risk
INV004844,7.0,66.66666666666667,at-risk
INV004845,6.0,81.8,at-risk
INV004847,7.0,73.5,at-risk
INV004848,9.0,54.125,at-risk
INV004860,6.0,78.4,at-risk
INV004863,7.0,68.0,at-risk
INV004864,8.0,43.285714285714285,at-risk
INV004865,7.0,76.33333333333333,at-risk
INV004868,8.0,56.0,at-risk
INV004871,8.0,69.14285714285714,at-risk
INV004877,7.0,80.5,at-risk
INV004889,7.0,70.66666666666667,at-risk
INV004891,8.0,55.857142857142854,at-risk
INV004896,6.0,79.4,at-risk
INV004901,6.0,54.6,at-risk
INV004911,7.0,63.666666666666664,at-risk
INV004913,6.0,87.0,at-risk
INV004916,7.0,75.5,at-risk
INV004917,7.0,51.0,at-risk
INV004924,9.0,59.75,at-risk
INV004925,7.0,70.83333333333333,at-risk
INV004926,8.0,66.28571428571429,at-risk
INV004927,7.0,34.166666666666664,healthy
INV004947,6.0,45.0,at-risk
INV004953,7.0,67.16666666666667,at-risk
INV004956,8.0,59.142857142857146,at-risk
INV004958,7.0,73.16666666666667,at-risk
INV004959,6.0,68.6,at-risk
INV004967,6.0,63.2,at-risk
INV004973,9.0,55.0,at-risk
INV004974,8.0,52.42857142857143,at-risk
INV004978,7.0,63.833333333333336,at-risk
INV004981,8.0,49.142857142857146,at-risk
INV004983,7.0,57.666666666666664,at-risk
INV004984,7.0,75.33333333333333,at-risk
INV004986,7.0,81.33333333333333,at-risk
INV004992,7.0,81.5,at-risk
INV004996,10.0,46.333333333333336,at-risk
INV004997,7.0,71.0,at-risk
